data/hora,id de liquidação,tipo,id do pedido,sku,descrição,quantidade,mercado,tipo de conta,atendimento,cidade do pedido,estado do pedido,postal do pedido,vendas do produto,créditos de remessa,créditos de embalagem de presente,descontos promocionais,imposto de vendas coletados,tarifas de venda,taxas fba,taxas de outras transações,outro,total,Nome do Mês,Ano
31/12/2025,25380154601,Pedido,702-2556151-4641831,NE-POTU-KWNU,"Planner Financeiro Mensal Datado 2026, Roda Da Vida A5 - Planner premium Agenda 2026 Planejamento anual Organização pessoal Metas e objetivos Gestã",1.0,amazon.com.br,Visa Crédito,Vendedor,Paranaguá,Paraná,83206.0,"78,90",0,0,0,0,"-10,26",0,0,0,"68,64",Dezembro,2025
31/12/2025,25380154621,Pedido,702-0625929-6045861,4K-3HFM-I3A1,Planner 2026 - Transforme seus dias com o planner que une beleza e funcionalidade Rosa,1.0,amazon.com.br,Boleto,Amazon,Manaus,AM,69077.0,"78,90",0,0,0,0,"-10,26",0,0,0,"68,64",Dezembro,2025
01/01/2026,25380157171,Pedido,702-0340446-0677038,MQ-STXD-11EM,"Planner Premium 2026 - Planejamento Anual com Roda da Vida A5, Gestão Financeira, Organização Pessoal, Metas e Saúde, Capa Dura Laminada, Agenda S",1.0,amazon.com.br,Crédito Mastercard e outros,Vendedor,São José do Rio Preto,SP,15025.0,"68,90",0,0,0,0,"-8,96",0,0,0,"59,94",Janeiro,2026
01/01/2026,25380154621,Pedido,701-8757466-2372245,Q5-ZAFB-NUEF,"Planner 2026 - Respire, floresça, torne-se - um planner para sua melhor versão!",1.0,amazon.com.br,Boleto,Amazon,Ribeirão Preto,SP,14090.0,"78,90","8,90",0,"-8,90",0,"-10,26",0,0,0,"68,64",Janeiro,2026
01/01/2026,25380154621,Pedido,701-3354375-9746624,Q5-ZAFB-NUEF,"Planner 2026 - Respire, floresça, torne-se - um planner para sua melhor versão!",1.0,amazon.com.br,Boleto,Amazon,Betim,MG,32641.0,"78,90","8,90",0,"-8,90",0,"-10,26",0,0,0,"68,64",Janeiro,2026
01/01/2026,25380154621,Pedido,701-7364122-6859437,4O-0ACQ-A4CK,"Planner Financeiro Mensal 2026, Roda Da Vida A5 -Planejamento anual, Organização pessoal Metas e objetivos, Gestão financeira Monitoramento de saú",1.0,amazon.com.br,Boleto,Amazon,Fortaleza,CE,60110.0,"78,90",0,0,0,0,"-10,26",0,0,0,"68,64",Janeiro,2026
01/01/2026,25380157171,Pedido,701-2157943-5958606,DE-Y8HD-W1WN,Album fotografico scrapbook - Coleção Corações (Rosa),1.0,amazon.com.br,Crédito Mastercard e outros,Amazon,São Sebastião do Caí,RS,95760.0,"68,90",0,0,0,0,"-8,96",0,0,0,"59,94",Janeiro,2026
01/01/2026,25380157171,Pedido,702-1268560-0291413,0Q-EK6Z-SV84,"Planner 2026 Floral - Planejamento Anual com Roda da Vida A5, Gestão Financeira, Organização Pessoal, Metas e Saúde, Capa Dura Laminada, Agenda Se",1.0,amazon.com.br,Crédito Mastercard e outros,Vendedor,Pedro Leopoldo,MG,33250.0,"78,90",0,0,0,0,"-10,26",0,0,0,"68,64",Janeiro,2026
01/01/2026,25407411961,Reembolso,702-3382522-4115444,0Q-EK6Z-SV84,"Planner 2026 Floral - Planejamento Anual com Roda da Vida A5, Gestão Financeira, Organização Pessoal, Metas e Saúde, Capa Dura Laminada, Agenda Se",1.0,amazon.com.br,Crédito Mastercard e outros,Vendedor,Juazeiro do Norte,CE,63050.0,"-78,90","-21,57",0,0,0,"8,21",0,0,0,"-92,26",Janeiro,2026
01/01/2026,25407411961,Taxa de serviço,,,Custo de Publicidade,,,Crédito Mastercard e outros,,,,,0,0,0,0,0,0,0,"-2.520,33",0,"-2.520,33",Janeiro,2026
02/01/2026,25406929241,Pedido,701-0021077-6847405,XJ-VPUJ-PW4U,"Planner 2026 Floral - Planejamento Anual com Roda da Vida A5, Gestão Financeira, Organização Pessoal, Metas e Saúde, Capa Dura Laminada, Agenda Se",1.0,amazon.com.br,Boleto,Amazon,Ibirité,MG,32420.0,"78,90",0,0,0,0,"-10,26",0,0,0,"68,64",Janeiro,2026
02/01/2026,25407411961,Taxa de serviço,,,Custo de Publicidade,,,Crédito Mastercard e outros,,,,,0,0,0,0,0,0,0,"-345,18",0,"-345,18",Janeiro,2026
02/01/2026,25407650401,Pedido,701-2151712-2626612,DE-Y8HD-W1WN,Album fotografico scrapbook - Coleção Corações (Rosa),1.0,amazon.com.br,Visa Crédito,Amazon,Vila Velha,ES,29102.0,"68,90",0,0,0,0,"-8,96",0,0,0,"59,94",Janeiro,2026
02/01/2026,25407411961,Pedido,702-2051678-6985824,OB-4RHT-YARW,"Planner 2026 Napolitano - Planejamento Anual com Roda da Vida A5, Gestão Financeira, Organização Pessoal, Metas e Saúde, Capa Dura Laminada, Agend",1.0,amazon.com.br,Crédito Mastercard e outros,Amazon,Salvador,BA,41820.0,"78,90",0,0,0,0,"-10,26",0,0,0,"68,64",Janeiro,2026
02/01/2026,25406929241,Pedido,702-7427600-6300247,N3-Y3CG-4CQP,Planner 2026 - Floresça que inspira leveza e organização!,1.0,amazon.com.br,Boleto,Amazon,Belo Horizonte,Minas Gerais,31710.0,"78,90",0,0,0,0,"-10,26",0,0,0,"68,64",Janeiro,2026
02/01/2026,25407411961,Pedido,702-6296045-6838656,N3-Y3CG-4CQP,Planner 2026 - Floresça que inspira leveza e organização!,1.0,amazon.com.br,Crédito Mastercard e outros,Amazon,Recife,PE,51130.0,"78,90",0,0,0,0,"-10,26",0,0,0,"68,64",Janeiro,2026
02/01/2026,25407411961,Pedido,702-2795391-1839438,N3-Y3CG-4CQP,Planner 2026 - Floresça que inspira leveza e organização!,1.0,amazon.com.br,Crédito Mastercard e outros,Amazon,Fortaleza,Ceará,60040.0,"78,90",0,0,0,0,"-10,26",0,0,0,"68,64",Janeiro,2026
02/01/2026,25406929241,Pedido,701-1886876-3413855,0Q-EK6Z-SV84,"Planner 2026 Floral - Planejamento Anual com Roda da Vida A5, Gestão Financeira, Organização Pessoal, Metas e Saúde, Capa Dura Laminada, Agenda Se",1.0,amazon.com.br,Boleto,Vendedor,Salvador,BA,41320.0,"78,90","21,57",0,0,0,"-10,26",0,0,0,"90,21",Janeiro,2026
02/01/2026,25407411961,Pedido,702-9639857-7681806,DV-9MDQ-YD9E,Scrapbook Álbum De Fotos Preto 20 Folhas / 40 Páginas,1.0,amazon.com.br,Crédito Mastercard e outros,Amazon,Jaboatão dos Guararapes,PE,54270.0,"78,90","8,90",0,"-8,90",0,"-9,47",0,0,0,"69,43",Janeiro,2026
02/01/2026,25407650401,Pedido,701-8405545-1319430,CV-BL1K-YYFH,Planner 2026 - Seu novo começo começa aqui - o planner que floresce com você.,1.0,amazon.com.br,Visa Crédito,Amazon,São Paulo,SP,1504.0,"78,90",0,0,0,0,"-10,26",0,0,0,"68,64",Janeiro,2026
02/01/2026,25407650401,Pedido,701-9736675-6261847,JC-LA79-2HC8,"Caderno Espiral Capa Dura, A5 210x150mm, 80 Folhas, Van gogh, Frases estoicas (Capa 2)",1.0,amazon.com.br,Visa Crédito,Amazon,Brasília,DF,71939.0,"35,90",0,0,0,0,"-4,67",0,0,0,"31,23",Janeiro,2026
02/01/2026,25407411961,Pedido,701-8222335-3889046,JO-NX0D-7SWU,"Planner 2026 - Delicado por fora, poderoso por dentro - organize-se com encanto!",1.0,amazon.com.br,Crédito Mastercard e outros,Amazon,Feira de Santana,BA,44075.0,"65,90",0,0,0,0,"-8,57",0,0,0,"57,33",Janeiro,2026
02/01/2026,25407650401,Pedido,701-3725092-6866602,Q5-ZAFB-NUEF,"Planner 2026 - Respire, floresça, torne-se - um planner para sua melhor versão!",1.0,amazon.com.br,Visa Crédito,Amazon,Contagem,MG,32240.0,"78,90",0,0,0,0,"-10,26",0,0,0,"68,64",Janeiro,2026
02/01/2026,25407650401,Pedido,701-0141457-2477828,ON-V5Q7-KFQN,"Planner 2026 - Um planner para viver com mais cor, equilíbrio e inspiração.",1.0,amazon.com.br,Visa Crédito,Amazon,Aracaju,SE,49048.0,"78,90",0,0,0,0,"-10,26",0,0,0,"68,64",Janeiro,2026
02/01/2026,25407411961,Pedido,702-2236820-1030645,JO-NX0D-7SWU,"Planner 2026 - Delicado por fora, poderoso por dentro - organize-se com encanto!",1.0,amazon.com.br,Crédito Mastercard e outros,Amazon,Santarém,PA,68040.0,"65,90",0,0,0,0,"-8,57",0,0,0,"57,33",Janeiro,2026
02/01/2026,25407650401,Pedido,702-5585190-6077805,Q5-ZAFB-NUEF,"Planner 2026 - Respire, floresça, torne-se - um planner para sua melhor versão!",1.0,amazon.com.br,Visa Crédito,Amazon,Recife,PE,50720.0,"78,90",0,0,0,0,"-10,26",0,0,0,"68,64",Janeiro,2026
02/01/2026,25407411961,Pedido,701-3549733-9317802,J7-1RCD-8P3P,Scrapbook Kraft 20x20: Crie Seu Álbum Artesanal Único,1.0,amazon.com.br,Crédito Mastercard e outros,Amazon,Recife,PE,52011.0,"68,90",0,0,0,0,"-8,27",0,0,0,"60,63",Janeiro,2026
02/01/2026,25407650401,Pedido,701-7045969-1909839,MQ-STXD-11EM,"Planner Premium 2026 - Planejamento Anual com Roda da Vida A5, Gestão Financeira, Organização Pessoal, Metas e Saúde, Capa Dura Laminada, Agenda S",1.0,amazon.com.br,Visa Crédito,Vendedor,Jundiaí,SP,13218.0,"68,90",0,0,0,0,"-8,96",0,0,0,"59,94",Janeiro,2026
02/01/2026,25406929241,Pedido,701-3719718-1124242,92-CTAN-4AJQ,Caderno Scrapbook - 20 Folhas - Livro De Assinatura Folhas Pretas 20x19 Álbum De Fotos Scrapbook Preto 40 Páginas - 20x19,1.0,amazon.com.br,Boleto,Amazon,São Paulo,SP,1506.0,"78,90",0,0,0,0,"-9,47",0,0,0,"69,43",Janeiro,2026
02/01/2026,25407650401,Pedido,701-9091933-3297067,N3-Y3CG-4CQP,Planner 2026 - Floresça que inspira leveza e organização!,1.0,amazon.com.br,Visa Crédito,Amazon,Goiânia,GO,74766.0,"78,90","8,90",0,"-8,90",0,"-10,26",0,0,0,"68,64",Janeiro,2026
02/01/2026,25407411961,Pedido,701-2546138-1357835,0D-3OVY-QX9W,Planner 2026 - Life Capa Dura com Controle Financeiro e Roda da Vida (Capa 01),1.0,amazon.com.br,Crédito Mastercard e outros,Amazon,Londrina,PR,86010.0,"59,90",0,0,0,0,"-7,79",0,0,0,"52,11",Janeiro,2026
02/01/2026,25407224741,Pedido,702-0046338-5450677,RU-9EXZ-G6IE,Sketchbook Profissional 20x20cm Espiral 180g - Caderno Artístico para Desenho e Aquarela,1.0,amazon.com.br,Elo,Amazon,Porto Alegre,RS,91340.0,"78,90","8,90",0,"-8,90",0,"-9,47",0,0,0,"69,43",Janeiro,2026
02/01/2026,25406929241,Pedido,702-5685176-0081800,AA-2SEI-HBU9,"Planner 2026 - Delicado por fora, poderoso por dentro - organize-se com encanto!",1.0,amazon.com.br,Boleto,Vendedor,Itatiba,SP,13255.0,"78,90",0,0,0,0,"-10,26",0,0,0,"68,64",Janeiro,2026
02/01/2026,25407650401,Pedido,702-2368903-3063423,D3-VGD4-YDTV,"Planner Premium 2026 - Planejamento Anual com Roda da Vida A5, Gestão Financeira, Organização Pessoal, Metas e Saúde, Capa Dura Laminada, Agenda S",1.0,amazon.com.br,Visa Crédito,Amazon,Recife,PE,52061.0,"78,90",0,0,0,0,"-10,26",0,0,0,"68,64",Janeiro,2026
02/01/2026,25407411961,Reembolso,702-8227791-6786652,AA-2SEI-HBU9,"Planner 2026 - Delicado por fora, poderoso por dentro - organize-se com encanto!",1.0,amazon.com.br,Crédito Mastercard e outros,Vendedor,São Paulo,Sao Paulo,3334.0,"-78,90",0,0,"33,50",0,"4,72",0,0,0,"-40,68",Janeiro,2026
02/01/2026,25407650401,Pedido,702-3448106-5249061,CY-8NXE-ZK04,"Planner Premium 2026 - Planejamento Anual com Roda da Vida A5, Gestão Financeira, Organização Pessoal, Metas e Saúde, Capa Dura Laminada, Agenda S",2.0,amazon.com.br,Visa Crédito,Amazon,Santo André,SP,9175.0,"119,80",0,0,0,0,"-15,58",0,0,0,"104,22",Janeiro,2026
02/01/2026,25407650401,Pedido,701-6079402-3140210,9X-HUC9-I83L,"Planner 2026 - Respire, floresça, torne-se - um planner para sua melhor versão!",1.0,amazon.com.br,Visa Crédito,Vendedor,São Paulo,SP,5633.0,"78,90",0,0,0,0,"-10,26",0,0,0,"68,64",Janeiro,2026
02/01/2026,25407411961,Pedido,701-4764505-6222624,Q5-ZAFB-NUEF,"Planner 2026 - Respire, floresça, torne-se - um planner para sua melhor versão!",1.0,amazon.com.br,Crédito Mastercard e outros,Amazon,São Paulo,SP,1542.0,"78,90",0,0,0,0,"-10,26",0,0,0,"68,64",Janeiro,2026
03/01/2026,25407650401,Pedido,702-6811458-6739445,Q5-ZAFB-NUEF,"Planner 2026 - Respire, floresça, torne-se - um planner para sua melhor versão!",1.0,amazon.com.br,Visa Crédito,Amazon,Lauro de freitas,Ba,42709.0,"78,90",0,0,0,0,"-10,26",0,0,0,"68,64",Janeiro,2026
03/01/2026,25406929241,Pedido,702-1905153-2005008,4O-0ACQ-A4CK,"Planner Financeiro Mensal 2026, Roda Da Vida A5 -Planejamento anual, Organização pessoal Metas e objetivos, Gestão financeira Monitoramento de saú",1.0,amazon.com.br,Boleto,Amazon,João Pessoa,PB,58038.0,"78,90",0,0,0,0,"-10,26",0,0,0,"68,64",Janeiro,2026
03/01/2026,25407411961,Pedido,701-8377598-7513858,4O-0ACQ-A4CK,"Planner Financeiro Mensal 2026, Roda Da Vida A5 -Planejamento anual, Organização pessoal Metas e objetivos, Gestão financeira Monitoramento de saú",1.0,amazon.com.br,Crédito Mastercard e outros,Amazon,BRASILIA,DF,72225.0,"78,90",0,0,0,0,"-10,26",0,0,0,"68,64",Janeiro,2026
03/01/2026,25406929241,Pedido,701-0829612-9537853,DV-9MDQ-YD9E,Scrapbook Álbum De Fotos Preto 20 Folhas / 40 Páginas,1.0,amazon.com.br,Boleto,Amazon,Rio de Janeiro,RJ,20511.0,"78,90","8,90",0,"-8,90",0,"-9,47",0,0,0,"69,43",Janeiro,2026
03/01/2026,25407411961,Pedido,701-6288654-2518645,WC-0G0K-5CCC,"Planner Financeiro Mensal Datado 2026, Roda Da Vida A5 -Planejamento anual, Organização pessoal Metas e objetivos, Gestão financeira Monitoramento",1.0,amazon.com.br,Crédito Mastercard e outros,Vendedor,São Paulo,SP,5018.0,"75,90",0,0,0,0,"-9,87",0,0,0,"66,03",Janeiro,2026
03/01/2026,25407411961,Pedido,702-7615177-6063402,WC-0G0K-5CCC,"Planner Financeiro Mensal Datado 2026, Roda Da Vida A5 -Planejamento anual, Organização pessoal Metas e objetivos, Gestão financeira Monitoramento",1.0,amazon.com.br,Crédito Mastercard e outros,Vendedor,São Paulo,SP,5520.0,"75,90",0,0,0,0,"-9,87",0,0,0,"66,03",Janeiro,2026
03/01/2026,25407411961,Pedido,701-2560145-7008206,7I-1FLT-DOZ6,Planner 2026 - Transforme seus dias com o planner que une beleza e funcionalidade,1.0,amazon.com.br,Crédito Mastercard e outros,Amazon,Ipatinga,MG,35160.0,"78,90",0,0,0,0,"-10,26",0,0,0,"68,64",Janeiro,2026
03/01/2026,25407411961,Pedido,701-8616565-2023445,WC-0G0K-5CCC,"Planner Financeiro Mensal Datado 2026, Roda Da Vida A5 -Planejamento anual, Organização pessoal Metas e objetivos, Gestão financeira Monitoramento",1.0,amazon.com.br,Crédito Mastercard e outros,Vendedor,Uberlândia,MG,38411.0,"75,90",0,0,0,0,"-9,87",0,0,0,"66,03",Janeiro,2026
03/01/2026,25406929241,Pedido,702-7147166-6961804,4O-0ACQ-A4CK,"Planner Financeiro Mensal 2026, Roda Da Vida A5 -Planejamento anual, Organização pessoal Metas e objetivos, Gestão financeira Monitoramento de saú",1.0,amazon.com.br,Boleto,Amazon,Juiz de Fora,MG,36025.0,"78,90",0,0,0,0,"-10,26",0,0,0,"68,64",Janeiro,2026
03/01/2026,25407411961,Pedido,702-9189061-0497834,4K-3HFM-I3A1,Planner 2026 - Transforme seus dias com o planner que une beleza e funcionalidade Rosa,1.0,amazon.com.br,Crédito Mastercard e outros,Amazon,Campinas,Sp,13042.0,"78,90",0,0,0,0,"-10,26",0,0,0,"68,64",Janeiro,2026
03/01/2026,25407411961,Pedido,702-7179144-0454664,D3-VGD4-YDTV,"Planner Premium 2026 - Planejamento Anual com Roda da Vida A5, Gestão Financeira, Organização Pessoal, Metas e Saúde, Capa Dura Laminada, Agenda S",1.0,amazon.com.br,Crédito Mastercard e outros,Amazon,Rio de Janeiro,RJ,20551.0,"78,90",0,0,0,0,"-10,26",0,0,0,"68,64",Janeiro,2026
03/01/2026,25407411961,Pedido,701-0057942-6475410,N3-Y3CG-4CQP,Planner 2026 - Floresça que inspira leveza e organização!,1.0,amazon.com.br,Crédito Mastercard e outros,Amazon,São Paulo,SP,5716.0,"78,90",0,0,0,0,"-10,26",0,0,0,"68,64",Janeiro,2026
03/01/2026,25407411961,Pedido,701-6011794-2985845,CV-BL1K-YYFH,Planner 2026 - Seu novo começo começa aqui - o planner que floresce com você.,1.0,amazon.com.br,Crédito Mastercard e outros,Amazon,São Paulo,SP,4634.0,"78,90",0,0,0,0,"-10,26",0,0,0,"68,64",Janeiro,2026
03/01/2026,25407650401,Pedido,702-0626293-2832218,ON-V5Q7-KFQN,"Planner 2026 - Um planner para viver com mais cor, equilíbrio e inspiração.",1.0,amazon.com.br,Visa Crédito,Amazon,Volta Redonda,RJ,27255.0,"78,90",0,0,0,0,"-10,26",0,0,0,"68,64",Janeiro,2026
03/01/2026,25407650401,Pedido,701-7739033-0858664,CV-BL1K-YYFH,Planner 2026 - Seu novo começo começa aqui - o planner que floresce com você.,1.0,amazon.com.br,Visa Crédito,Amazon,Aracaju,SE,49025.0,"78,90",0,0,0,0,"-10,26",0,0,0,"68,64",Janeiro,2026
03/01/2026,25407411961,Pedido,701-8465256-2939423,4K-3HFM-I3A1,Planner 2026 - Transforme seus dias com o planner que une beleza e funcionalidade Rosa,1.0,amazon.com.br,Crédito Mastercard e outros,Amazon,Belo Horizonte,MG,30492.0,"78,90",0,0,0,0,"-10,26",0,0,0,"68,64",Janeiro,2026
03/01/2026,25406929241,Reembolso,701-6556197-1079441,0Q-EK6Z-SV84,"Planner 2026 Floral - Planejamento Anual com Roda da Vida A5, Gestão Financeira, Organização Pessoal, Metas e Saúde, Capa Dura Laminada, Agenda Se",1.0,amazon.com.br,Boleto,Vendedor,São Paulo,SP,3126.0,"-78,90",0,0,0,0,"8,21",0,0,0,"-70,69",Janeiro,2026
03/01/2026,25406929241,Pedido,701-6556197-1079441,0Q-EK6Z-SV84,"Planner 2026 Floral - Planejamento Anual com Roda da Vida A5, Gestão Financeira, Organização Pessoal, Metas e Saúde, Capa Dura Laminada, Agenda Se",1.0,amazon.com.br,Boleto,Vendedor,São Paulo,SP,3126.0,"78,90",0,0,0,0,"-10,26",0,0,0,"68,64",Janeiro,2026
03/01/2026,25407411961,Pedido,701-7869574-7138661,MQ-STXD-11EM,"Planner Premium 2026 - Planejamento Anual com Roda da Vida A5, Gestão Financeira, Organização Pessoal, Metas e Saúde, Capa Dura Laminada, Agenda S",1.0,amazon.com.br,Crédito Mastercard e outros,Vendedor,Rio de Janeiro,RJ,22785.0,"68,90",0,0,0,0,"-8,96",0,0,0,"59,94",Janeiro,2026
03/01/2026,25407411961,Pedido,702-3363742-8097851,0D-3OVY-QX9W,Planner 2026 - Life Capa Dura com Controle Financeiro e Roda da Vida (Capa 01),1.0,amazon.com.br,Crédito Mastercard e outros,Amazon,Formiga,MG,35574.0,"59,90",0,0,0,0,"-7,79",0,0,0,"52,11",Janeiro,2026
03/01/2026,25406929241,Pedido,701-2820354-9937846,J7-1RCD-8P3P,Scrapbook Kraft 20x20: Crie Seu Álbum Artesanal Único,1.0,amazon.com.br,Boleto,Amazon,Santo André,SP,9210.0,"68,90","8,90",0,"-8,90",0,"-8,27",0,0,0,"60,63",Janeiro,2026
03/01/2026,25406929241,Pedido,702-7472272-5007466,YL-NANJ-F7TC,"Caderno Preto 20x20cm - Scrapbook Álbum De Fotos Preto 20 Folhas / 40 Páginas - Gramatura 200, Folhas Grossas",1.0,amazon.com.br,Boleto,Amazon,Manaus,AM,69086.0,"68,90",0,0,0,0,"-8,27",0,0,0,"60,63",Janeiro,2026
03/01/2026,25407411961,Pedido,701-4578512-9357856,ON-V5Q7-KFQN,"Planner 2026 - Um planner para viver com mais cor, equilíbrio e inspiração.",1.0,amazon.com.br,Crédito Mastercard e outros,Amazon,São Paulo,SP,4777.0,"78,90","8,90",0,"-8,90",0,"-10,26",0,0,0,"68,64",Janeiro,2026
03/01/2026,25407650401,Pedido,702-0997418-5495434,CV-BL1K-YYFH,Planner 2026 - Seu novo começo começa aqui - o planner que floresce com você.,1.0,amazon.com.br,Visa Crédito,Amazon,Campinas,SP,13091.0,"78,90",0,"3,90",0,0,"-10,26","-3,90",0,0,"68,64",Janeiro,2026
03/01/2026,25407411961,Pedido,701-2449714-6536210,V1-M81P-IY8O,Planner Pessoal Permanente - Comece Quando Quiser!,1.0,amazon.com.br,Crédito Mastercard e outros,Vendedor,Araras,São Paulo,13606.0,"78,90",0,0,0,0,"-10,26",0,0,0,"68,64",Janeiro,2026
03/01/2026,25407411961,Taxa de serviço,,,Custo de Publicidade,,,Crédito Mastercard e outros,,,,,0,0,0,0,0,0,0,"-2.525,60",0,"-2.525,60",Janeiro,2026
03/01/2026,25407650401,Pedido,702-8272536-6717028,VQ-0TZ7-QK96,Planner 2026 - Floresça que inspira leveza e organização!,1.0,amazon.com.br,Visa Crédito,Vendedor,Duque de Caxias,Rio de Janeiro,25240.0,"78,90",0,0,0,0,"-10,26",0,0,0,"68,64",Janeiro,2026
03/01/2026,25407411961,Pedido,702-4681846-3849054,H2-QF9W-3BSI,Planner 2026 - Cada flor no seu tempo: planeje o ano com calma e propósito.,1.0,amazon.com.br,Crédito Mastercard e outros,Amazon,Belo Horizonte,Mg,30220.0,"78,90",0,0,0,0,"-10,26",0,0,0,"68,64",Janeiro,2026
03/01/2026,25407650401,Pedido,701-6954109-8272203,H2-QF9W-3BSI,Planner 2026 - Cada flor no seu tempo: planeje o ano com calma e propósito.,1.0,amazon.com.br,Visa Crédito,Amazon,São Paulo,SP,3665.0,"78,90","0,33",0,"-0,33",0,"-10,26",0,0,0,"68,64",Janeiro,2026
03/01/2026,25407411961,Pedido,701-5665019-4038644,Q5-ZAFB-NUEF,"Planner 2026 - Respire, floresça, torne-se - um planner para sua melhor versão!",1.0,amazon.com.br,Crédito Mastercard e outros,Amazon,Saquarema,Rio de Janeiro,28994.0,"78,90",0,0,0,0,"-10,26",0,0,0,"68,64",Janeiro,2026
03/01/2026,25407411961,Pedido,702-1452427-2085040,LF-OUR3-ZUIX,"Planner Financeiro Mensal Datado 2026, Roda Da Vida A5 -Planejamento anual, Organização pessoal Metas e objetivos, Gestão financeira Monitoramento",1.0,amazon.com.br,Crédito Mastercard e outros,Vendedor,Bagé,RS,96413.0,"78,90",0,0,0,0,"-10,26",0,0,0,"68,64",Janeiro,2026
04/01/2026,25407224741,Pedido,702-6492875-6622602,4K-3HFM-I3A1,Planner 2026 - Transforme seus dias com o planner que une beleza e funcionalidade Rosa,1.0,amazon.com.br,Elo,Amazon,Mauá,SP,9340.0,"78,90",0,0,0,0,"-10,26",0,0,0,"68,64",Janeiro,2026
04/01/2026,25406929241,Pedido,702-8099252-1173864,4O-0ACQ-A4CK,"Planner Financeiro Mensal 2026, Roda Da Vida A5 -Planejamento anual, Organização pessoal Metas e objetivos, Gestão financeira Monitoramento de saú",1.0,amazon.com.br,Boleto,Amazon,Barro,CE,63380.0,"78,90","8,90",0,"-8,90",0,"-10,26",0,0,0,"68,64",Janeiro,2026
04/01/2026,25407411961,Pedido,701-1799518-1185062,VW-M9WL-7RY7,Caderno Scrapbook - Kraft - 20 Folhas - 20x20cm - Bege - Sem Pauta - Folhas Grossas - Album de Fotos - Album de fotos artesanal - Scrapbook colagem de,1.0,amazon.com.br,Crédito Mastercard e outros,Vendedor,Mozarlândia,Goiás,76700.0,"58,90","21,35",0,0,0,"-7,07",0,0,0,"73,18",Janeiro,2026
04/01/2026,25407650401,Pedido,701-4987523-7994620,RE-IVOW-JWMK,Planner Permanente com Visão Semanal - Comece a Qualquer Momento,1.0,amazon.com.br,Visa Crédito,Vendedor,Niterói,RJ,24210.0,"78,90",0,0,0,0,"-10,26",0,0,0,"68,64",Janeiro,2026
04/01/2026,25406929241,Pedido,702-2186213-4408267,VW-M9WL-7RY7,Caderno Scrapbook - Kraft - 20 Folhas - 20x20cm - Bege - Sem Pauta - Folhas Grossas - Album de Fotos - Album de fotos artesanal - Scrapbook colagem de,1.0,amazon.com.br,Boleto,Vendedor,Hortolândia,SP,13187.0,"58,90",0,0,0,0,"-7,07",0,0,0,"51,83",Janeiro,2026
04/01/2026,25407650401,Pedido,701-0281019-8525824,OB-4RHT-YARW,"Planner 2026 Napolitano - Planejamento Anual com Roda da Vida A5, Gestão Financeira, Organização Pessoal, Metas e Saúde, Capa Dura Laminada, Agend",1.0,amazon.com.br,Visa Crédito,Amazon,São Paulo,SP,1525.0,"78,90",0,0,0,0,"-10,26",0,0,0,"68,64",Janeiro,2026
04/01/2026,25407411961,Pedido,702-3782398-7548221,OB-4RHT-YARW,"Planner 2026 Napolitano - Planejamento Anual com Roda da Vida A5, Gestão Financeira, Organização Pessoal, Metas e Saúde, Capa Dura Laminada, Agend",1.0,amazon.com.br,Crédito Mastercard e outros,Amazon,Recife,PE,52051.0,"78,90","8,90",0,"-8,90",0,"-10,26",0,0,0,"68,64",Janeiro,2026
04/01/2026,25407411961,Pedido,701-9029941-9335402,AA-2SEI-HBU9,"Planner 2026 - Delicado por fora, poderoso por dentro - organize-se com encanto!",1.0,amazon.com.br,Crédito Mastercard e outros,Vendedor,Capivari de Baixo,SC,88745.0,"78,90",0,0,"-33,50",0,"-5,90",0,0,0,"39,50",Janeiro,2026
04/01/2026,25406929241,Pedido,702-7903516-8208204,7I-1FLT-DOZ6,Planner 2026 - Transforme seus dias com o planner que une beleza e funcionalidade,1.0,amazon.com.br,Boleto,Amazon,São José dos Pinhais,PR,83040.0,"78,90","8,90",0,"-8,90",0,"-10,26",0,0,0,"68,64",Janeiro,2026
04/01/2026,25407411961,Pedido,702-9726787-2729863,CV-BL1K-YYFH,Planner 2026 - Seu novo começo começa aqui - o planner que floresce com você.,1.0,amazon.com.br,Crédito Mastercard e outros,Amazon,Recife,PE,50710.0,"78,90",0,0,0,0,"-10,26",0,0,0,"68,64",Janeiro,2026
04/01/2026,25407411961,Pedido,702-5184062-0467423,7I-1FLT-DOZ6,Planner 2026 - Transforme seus dias com o planner que une beleza e funcionalidade,1.0,amazon.com.br,Crédito Mastercard e outros,Amazon,recife,PERNAMBUCO,52070.0,"78,90","2,76",0,"-2,76",0,"-10,26",0,0,0,"68,64",Janeiro,2026
04/01/2026,25407650401,Pedido,701-5154811-7037060,H2-QF9W-3BSI,Planner 2026 - Cada flor no seu tempo: planeje o ano com calma e propósito.,1.0,amazon.com.br,Visa Crédito,Amazon,São Paulo,SP,4310.0,"78,90",0,0,0,0,"-10,26",0,0,0,"68,64",Janeiro,2026
04/01/2026,25407224741,Pedido,701-5221352-6552266,RA-KICF-0Q47,"Caderno Preto 20x20cm - Scrapbook Álbum De Fotos Preto 20 Folhas / 40 Páginas - Gramatura 200, Folhas Grossas",1.0,amazon.com.br,Elo,Vendedor,Brasília,DF,70680.0,"58,90",0,0,0,0,"-7,07",0,0,0,"51,83",Janeiro,2026
